lead_id,industry,company_size,annual_revenue,country,lead_stage,previous_interactions
4189,Finance,873,2719571,UK,New,12
4190,Manufacturing,781,3701030,USA,New,6
4191,Manufacturing,842,2889813,USA,New,5
4192,Retail,405,330876,Germany,New,3
4193,Manufacturing,406,1016049,Germany,New,1
4194,Healthcare,171,4407000,India,New,5
4195,Finance,389,2256239,India,New,8
4196,Manufacturing,452,2672613,Germany,New,7
4197,Healthcare,358,4528097,India,New,9
4198,Healthcare,978,3682134,Germany,New,5
4199,Healthcare,40,4952330,Germany,Proposal,4
4200,Healthcare,80,677801,Singapore,Proposal,9
4201,Retail,406,214307,India,Contacted,6
4202,Healthcare,447,4278761,UK,Proposal,13
4203,Retail,11,2029021,UK,Contacted,2
4204,Retail,938,2214820,Singapore,Contacted,8
4205,Healthcare,571,3722242,UK,New,5
4206,Finance,144,2432867,UK,New,10
4207,Healthcare,155,4346114,Singapore,New,1
4208,Healthcare,188,3658889,USA,New,4
4209,Healthcare,273,4087319,Singapore,New,8
4210,Finance,320,3124735,Singapore,New,5
4211,SaaS,213,3888716,India,Contacted,8
4212,SaaS,820,1358942,UK,Contacted,14
4213,Retail,708,4086808,UK,New,12
4214,Retail,39,2700025,USA,Contacted,0
4215,Finance,68,3302754,Singapore,New,14
4216,Manufacturing,18,151376,Germany,New,13
4217,SaaS,997,2211308,USA,Contacted,12
4218,Retail,333,3261967,USA,Proposal,13
4219,SaaS,176,1024593,UK,Qualified,10
4220,Finance,346,1985113,UK,Contacted,1
4221,Finance,916,3727798,UK,New,8
4222,Manufacturing,388,1896338,UK,New,8
4223,Manufacturing,907,2212502,USA,Contacted,0
4224,Finance,800,2692925,Singapore,New,10
4225,Retail,712,477380,UK,Contacted,4
4226,SaaS,251,4754895,India,Qualified,5
4227,Healthcare,799,314943,USA,Qualified,4
4228,Manufacturing,966,1490917,Germany,Contacted,10
4229,Healthcare,675,4664002,Germany,Qualified,9
4230,Retail,917,4174975,Singapore,Qualified,13
4231,Manufacturing,169,381035,USA,New,2
4232,Healthcare,786,3014719,USA,New,5
4233,Retail,244,2472094,USA,New,8
4234,SaaS,462,1505295,India,Qualified,9
4235,Retail,867,900630,India,Contacted,3
4236,Manufacturing,208,2828818,UK,Contacted,14
4237,Finance,486,656392,Germany,Qualified,1
4238,SaaS,42,1309613,India,Contacted,13
4239,Healthcare,417,1565576,Germany,Qualified,2
4240,Manufacturing,98,1964348,USA,New,13
4241,Finance,616,2876081,India,Proposal,6
4242,Retail,230,2921614,Germany,Qualified,0
4243,Finance,78,3353732,India,Proposal,6
4244,Manufacturing,303,616408,USA,Qualified,13
4245,Manufacturing,246,3404054,USA,New,9
4246,Finance,916,4394452,USA,New,12
4247,Retail,169,2564869,UK,New,9
4248,Finance,841,2503507,Germany,Contacted,11
4249,Manufacturing,849,1936541,UK,New,13
4250,Manufacturing,797,695420,Singapore,Contacted,13
4251,Healthcare,299,2108463,Singapore,Contacted,13
4252,Healthcare,888,1376253,India,New,6
4253,SaaS,563,1941366,India,New,9
4254,Manufacturing,913,2055198,India,New,14
4255,Healthcare,587,416539,UK,New,9
4256,Finance,542,2360259,USA,Qualified,5
4257,Retail,344,3411259,India,New,1
4258,Finance,591,3418087,India,New,0
4259,Retail,782,513353,Singapore,Qualified,2
4260,Healthcare,511,1798638,USA,Proposal,8
4261,SaaS,255,4729577,UK,New,9
4262,Finance,332,2703179,USA,Proposal,12
4263,Finance,756,1047193,Singapore,Proposal,4
4264,Finance,948,173588,UK,Contacted,4
4265,Retail,793,343795,Germany,New,14
4266,Healthcare,620,2441848,India,New,9
4267,Finance,338,2106759,UK,Qualified,9
4268,Finance,556,3864862,Singapore,Contacted,3
4269,SaaS,348,681716,USA,Contacted,3
4270,SaaS,180,3551543,UK,Qualified,6
4271,Healthcare,119,1067174,Singapore,Contacted,10
4272,Healthcare,816,4185042,UK,New,9
4273,Manufacturing,19,455641,India,Qualified,1
4274,SaaS,211,4263924,USA,New,12
4275,Manufacturing,925,946087,USA,New,6
4276,Retail,266,888929,UK,New,3
4277,Manufacturing,271,2036791,Singapore,Qualified,5
4278,Finance,702,3602249,India,Qualified,13
4279,Manufacturing,439,1812693,India,New,0
4280,Healthcare,516,3477039,UK,New,11
4281,Retail,75,1367843,Germany,New,13
4282,Finance,815,895450,UK,Contacted,6
4283,Manufacturing,682,3406077,India,Contacted,2
4284,Retail,588,3196925,USA,New,14
4285,Retail,621,4736770,UK,New,8
4286,Finance,598,1625481,UK,Proposal,4
4287,Manufacturing,44,3302992,USA,New,14
4288,Retail,984,1012368,UK,New,11
4289,Retail,566,4691690,Singapore,Contacted,5
4290,SaaS,671,1601241,USA,Contacted,9
4291,Retail,500,1717808,USA,New,5
4292,SaaS,589,3008298,USA,Contacted,6
4293,Manufacturing,263,2246446,India,New,2
4294,Manufacturing,26,4982375,UK,New,10
4295,Manufacturing,270,2983804,Germany,Contacted,0
4296,Healthcare,734,401913,UK,Contacted,0
4297,Manufacturing,834,2520478,UK,Qualified,6
4298,Retail,265,3453559,India,New,10
4299,Finance,737,4720234,Singapore,Contacted,11
4300,SaaS,872,916861,Singapore,Proposal,9
4301,Healthcare,433,2656463,India,Qualified,12
4302,Manufacturing,510,1674703,India,New,1
4303,Manufacturing,295,3444107,India,New,6
4304,Finance,947,490903,UK,Contacted,14
4305,Finance,16,2746380,India,Contacted,11
4306,Healthcare,506,4284677,Germany,Contacted,7
4307,SaaS,901,247972,USA,New,0
4308,Manufacturing,208,3176031,Singapore,New,4
4309,Healthcare,612,3836212,Germany,Qualified,9
4310,Retail,993,2549737,Singapore,Qualified,1
4311,Retail,668,3650418,UK,New,12
4312,Healthcare,946,4949823,UK,Contacted,2
4313,Manufacturing,427,530158,India,Contacted,4
4314,Healthcare,671,356382,Singapore,Contacted,9
4315,Manufacturing,61,3258708,UK,Contacted,4
4316,Finance,252,3157653,UK,Contacted,13
4317,Healthcare,228,2633727,Singapore,Qualified,1
4318,Manufacturing,527,539222,UK,New,13
4319,Healthcare,979,1810212,India,Contacted,3
4320,Healthcare,118,3989785,UK,Contacted,6
4321,Manufacturing,360,2205320,Germany,Proposal,5
4322,Manufacturing,930,1903105,Germany,Contacted,14
4323,SaaS,75,2981369,India,New,2
4324,Healthcare,19,1808851,Germany,Contacted,12
4325,Retail,211,361496,UK,Contacted,3
4326,Healthcare,803,3875455,Germany,New,11
4327,Healthcare,910,1623525,Germany,New,6
4328,Manufacturing,223,1046515,UK,New,10
4329,Healthcare,77,3591346,Singapore,New,0
4330,Healthcare,768,2725487,India,New,12
4331,Retail,875,4572963,Singapore,Proposal,13
4332,Manufacturing,336,2397439,Singapore,New,7
4333,Healthcare,59,778097,Germany,New,7
4334,Finance,26,4358869,USA,Qualified,2
4335,SaaS,532,3691365,Singapore,Qualified,5
4336,Retail,830,3033176,UK,Contacted,14
4337,Healthcare,315,1533840,UK,Contacted,10
4338,Finance,401,982449,UK,New,1
4339,Healthcare,997,447455,USA,Qualified,7
4340,Healthcare,133,4046996,USA,Qualified,10
4341,Manufacturing,513,4379945,India,Contacted,10
4342,Manufacturing,234,532759,USA,Contacted,12
4343,Manufacturing,765,1541394,India,Contacted,7
4344,Finance,327,4179185,UK,New,2
4345,Healthcare,482,1860963,USA,Contacted,5
4346,SaaS,990,568147,Germany,Contacted,10
4347,Retail,853,4738559,Germany,New,0
4348,Manufacturing,900,3712869,Germany,Contacted,3
4349,Manufacturing,867,4154553,USA,Qualified,12
4350,Healthcare,550,3410312,USA,Contacted,8
4351,Healthcare,367,3660874,USA,New,13
4352,Finance,492,2986846,Germany,Qualified,12
4353,Finance,878,1946221,UK,Contacted,6
4354,Manufacturing,887,2221281,Singapore,Contacted,3
4355,Healthcare,949,1995614,UK,Contacted,14
4356,SaaS,886,4632996,USA,New,10
4357,Retail,438,3501902,Singapore,Contacted,2
4358,Healthcare,806,815171,Singapore,New,13
4359,Healthcare,506,2640195,UK,Qualified,9
4360,Finance,481,1053777,Germany,Contacted,14
4361,Retail,580,3832919,India,Qualified,7
4362,Manufacturing,664,123059,Germany,Contacted,11
4363,Healthcare,847,516104,Germany,Contacted,10
4364,Manufacturing,873,783758,Singapore,Qualified,7
4365,Healthcare,309,711011,USA,Contacted,12
4366,Manufacturing,747,4640098,USA,New,5
4367,Retail,685,177156,Singapore,New,6
4368,Finance,93,1744376,Germany,Qualified,12
4369,Retail,386,4847824,UK,Proposal,1
4370,SaaS,322,205332,India,Contacted,2
4371,Finance,638,988454,Germany,New,12
4372,Retail,329,211558,Germany,Contacted,13
4373,SaaS,213,527790,India,Contacted,3
4374,Healthcare,364,1371214,UK,Qualified,5
4375,Healthcare,303,1344787,India,Qualified,1
4376,Manufacturing,513,163683,Singapore,Contacted,2
4377,Finance,154,1811723,India,Qualified,13
4378,Healthcare,548,4121138,India,New,14
4379,Finance,26,3692944,Germany,New,7
4380,Healthcare,584,2587604,Germany,New,2
4381,Manufacturing,788,1834532,USA,Qualified,9
4382,Retail,585,2120084,India,Proposal,14
4383,Manufacturing,48,286683,Singapore,Contacted,7
4384,SaaS,139,1860823,USA,Qualified,6
4385,Healthcare,124,4989519,India,Contacted,8
4386,SaaS,459,3654719,Germany,Contacted,5
4387,SaaS,959,2133600,Singapore,New,12
4388,Finance,934,4000444,UK,Contacted,4
4389,Healthcare,54,1448742,USA,New,1
4390,SaaS,225,3180542,Germany,New,10
4391,Retail,609,1469368,UK,Qualified,0
4392,SaaS,857,1705923,India,Qualified,3
4393,Retail,424,2681692,Singapore,Qualified,6
4394,Finance,698,3720258,Germany,Qualified,2
4395,SaaS,274,3260951,Germany,Qualified,4
4396,Manufacturing,932,3707757,Singapore,Qualified,7
4397,Finance,449,4177873,Germany,New,14
4398,Retail,626,1332375,Germany,Qualified,1
4399,Finance,390,3334240,India,Proposal,8
4400,SaaS,855,644997,USA,Qualified,14
4401,Healthcare,310,1051336,UK,Contacted,4
4402,Healthcare,994,4463032,Singapore,New,4
4403,Retail,180,3781671,UK,Qualified,13
4404,Retail,629,2210263,Singapore,Contacted,2
4405,Healthcare,415,2458611,Singapore,Contacted,1
4406,Retail,364,4713789,Germany,Contacted,8
4407,Finance,170,249850,India,Qualified,10
4408,Manufacturing,804,4927145,Singapore,New,3
4409,Manufacturing,561,2156278,UK,New,4
4410,Finance,35,4387008,USA,New,2
4411,Manufacturing,92,1406570,UK,Contacted,5
4412,SaaS,182,1646954,India,Contacted,4
4413,Finance,694,3704483,USA,Contacted,2
4414,Retail,803,138708,Germany,New,9
4415,Finance,79,1517072,UK,Qualified,13
4416,Healthcare,844,4222097,UK,New,0
4417,Retail,15,3355172,Singapore,Proposal,9
4418,Healthcare,805,2307505,Singapore,Qualified,14
4419,Retail,204,606128,USA,New,12
4420,Manufacturing,534,4738649,Germany,New,12
4421,Finance,72,961290,Singapore,Contacted,10
4422,SaaS,22,616976,UK,New,13
4423,Retail,770,388121,USA,Contacted,2
4424,Retail,214,4162407,Singapore,New,2
4425,Healthcare,906,4091479,Singapore,Contacted,4
4426,Manufacturing,774,3455559,India,Contacted,8
4427,Healthcare,49,1228278,USA,Contacted,14
4428,Healthcare,174,4654753,USA,New,11
4429,Manufacturing,40,3927302,Germany,New,11
4430,SaaS,538,4335412,Singapore,Qualified,3
4431,Healthcare,658,2884179,USA,New,11
4432,Healthcare,886,2479927,Germany,New,1
4433,Retail,841,2811092,Singapore,Contacted,0
4434,Manufacturing,834,2743859,UK,Qualified,11
4435,Finance,918,798673,India,New,6
4436,SaaS,686,167579,Germany,Contacted,8
4437,SaaS,407,232774,India,Contacted,5
4438,Manufacturing,468,2104795,UK,New,8
4439,Retail,802,1192465,USA,Qualified,3
4440,Retail,232,505978,Singapore,Qualified,5
4441,Manufacturing,643,1707019,USA,New,1
4442,Retail,87,1276358,India,New,10
4443,SaaS,834,3914470,USA,New,10
4444,SaaS,848,1109279,USA,Proposal,9
4445,Finance,609,3075776,Germany,Contacted,4
4446,Manufacturing,634,1261993,Germany,Proposal,6
4447,Healthcare,621,3818859,UK,Contacted,11
4448,Healthcare,947,1442850,Germany,New,5
4449,Finance,947,4735418,Germany,New,12
4450,Finance,824,2636986,Germany,Contacted,0
4451,Retail,893,1284110,Germany,New,2
4452,Finance,437,4783528,UK,New,4
4453,Finance,434,1183380,Germany,New,14
4454,Healthcare,396,778533,Germany,Contacted,8
4455,Retail,248,1646215,India,New,0
4456,Finance,867,981866,Germany,Proposal,9
4457,Finance,632,1541044,UK,Contacted,8
4458,Retail,99,3992635,UK,New,12
4459,Manufacturing,394,853369,USA,Contacted,0
4460,Retail,984,153685,Germany,Qualified,14
4461,Healthcare,148,1165121,Singapore,Contacted,11
4462,Manufacturing,656,570856,USA,New,13
4463,SaaS,533,375491,UK,New,1
4464,Retail,253,757994,USA,Contacted,3
4465,Healthcare,514,2595469,Singapore,New,12
4466,Manufacturing,431,711974,India,New,5
4467,Retail,191,3263621,Singapore,New,0
4468,Finance,204,118703,USA,Contacted,6
4469,Retail,883,2028370,Germany,Qualified,12
4470,SaaS,643,731263,India,New,8
4471,Retail,62,1653340,Singapore,New,8
4472,Manufacturing,995,4199999,Germany,New,8
4473,Manufacturing,999,878443,Singapore,Contacted,14
4474,Retail,937,1885848,UK,Qualified,1
4475,Manufacturing,877,701230,Germany,Contacted,12
4476,Finance,694,1897639,UK,New,1
4477,Retail,188,3766431,India,Proposal,0
4478,Finance,302,2358883,India,Contacted,13
4479,Finance,384,1644307,India,Contacted,14
4480,Healthcare,68,2176020,India,Contacted,9
4481,Retail,63,2598319,UK,New,1
4482,Manufacturing,923,3105103,UK,Qualified,2
4483,Finance,778,4510069,USA,New,1
4484,Healthcare,254,1134608,USA,New,4
4485,Retail,158,789366,UK,New,3
4486,Retail,805,2718878,India,Contacted,12
4487,SaaS,377,1335512,USA,Proposal,6
4488,SaaS,25,362884,Germany,New,6
4489,Finance,185,352230,UK,Proposal,6
4490,SaaS,549,4241092,Germany,Contacted,4
4491,Finance,415,2097179,India,Qualified,11
4492,Manufacturing,476,2568635,UK,New,9
4493,Finance,889,3517599,USA,New,3
4494,SaaS,138,3966992,USA,Contacted,14
4495,Manufacturing,232,3403333,Germany,Proposal,7
4496,SaaS,893,4922115,UK,Qualified,3
4497,Finance,253,1518314,India,Contacted,4
4498,Healthcare,435,2191731,Singapore,Contacted,7
4499,Retail,363,1385556,Singapore,Qualified,13
4500,SaaS,759,4792030,India,Contacted,12
4501,Finance,753,544015,USA,Contacted,13
4502,Manufacturing,335,175759,Singapore,New,2
4503,SaaS,613,1197637,India,Proposal,6
4504,SaaS,12,3927810,Germany,New,0
4505,Retail,488,1429928,USA,Contacted,1
4506,Finance,985,3856106,India,New,11
4507,Healthcare,90,382309,Germany,New,12
4508,Manufacturing,53,3713944,UK,New,13
4509,Finance,164,1281627,Singapore,New,12
4510,Manufacturing,956,455953,Singapore,Contacted,1
4511,SaaS,545,4694132,Singapore,Proposal,10
4512,Retail,925,3743329,India,Qualified,4
4513,Retail,937,3305478,UK,New,11
4514,Healthcare,108,4500680,India,New,1
4515,Retail,406,3404855,India,Contacted,3
4516,SaaS,889,2651257,UK,New,0
4517,Healthcare,180,4367672,Germany,Qualified,12
4518,Finance,157,1821575,USA,Qualified,5
4519,Retail,132,816392,Singapore,Qualified,9
4520,Healthcare,121,4818891,UK,Contacted,12
4521,SaaS,139,3761441,Germany,Proposal,0
4522,Manufacturing,77,1626754,UK,Contacted,1
4523,Manufacturing,868,2587673,USA,Proposal,14
4524,SaaS,837,196190,UK,Qualified,3
4525,SaaS,738,4144693,UK,New,3
4526,Manufacturing,909,4639648,Germany,Qualified,8
4527,Healthcare,901,4962692,Singapore,New,4
4528,Manufacturing,617,125437,Singapore,Qualified,9
4529,SaaS,666,104589,Germany,New,11
4530,Retail,906,4630117,Germany,New,3
4531,Finance,554,1384584,India,Qualified,4
4532,Retail,295,3177301,India,Proposal,6
4533,Retail,14,4113155,USA,New,8
4534,SaaS,127,950277,India,Contacted,8
4535,Manufacturing,661,909524,India,Contacted,0
4536,Healthcare,239,1816313,UK,Proposal,3
4537,Retail,169,4795111,UK,Contacted,14
4538,Manufacturing,303,3825418,Germany,Proposal,14
4539,Healthcare,770,320961,Singapore,Proposal,3
4540,Retail,794,3872311,USA,Proposal,6
4541,Healthcare,195,2823975,India,Qualified,11
4542,Manufacturing,886,4564760,UK,New,13
4543,Finance,561,601213,Singapore,Contacted,5
4544,Manufacturing,233,1757631,India,Qualified,7
4545,SaaS,161,4356567,Singapore,Proposal,11
4546,Healthcare,149,264957,UK,Qualified,3
4547,Finance,376,556710,Germany,Contacted,11
4548,Healthcare,137,1454671,India,New,7
4549,Healthcare,360,3941717,India,Contacted,10
4550,Retail,156,3149662,USA,Contacted,5
4551,SaaS,294,2039912,India,New,1
4552,Healthcare,478,561185,UK,Contacted,0
4553,Manufacturing,227,4579841,Singapore,New,9
4554,Manufacturing,445,238238,Singapore,Qualified,13
4555,Retail,741,3872693,Germany,New,12
4556,SaaS,154,3050591,Germany,Contacted,8
4557,SaaS,850,1485274,UK,Contacted,7
4558,Manufacturing,286,4586064,Singapore,Proposal,13
4559,Finance,763,3394612,Germany,Proposal,0
4560,Retail,69,749611,Germany,Contacted,11
4561,Retail,619,1202602,USA,Contacted,14
4562,Manufacturing,852,770389,USA,New,3
4563,Manufacturing,384,3577714,UK,New,12
4564,Finance,413,375321,UK,New,1
4565,Finance,890,2616969,UK,Qualified,1
4566,SaaS,702,3776704,UK,Contacted,6
4567,Retail,123,2869902,Singapore,Qualified,9
4568,Retail,504,3074540,India,Qualified,4
4569,Manufacturing,624,4856471,UK,New,10
4570,SaaS,345,3192877,USA,New,1
4571,Retail,840,4969335,India,Contacted,0
4572,SaaS,578,2847823,India,Qualified,0
4573,SaaS,294,3582092,Singapore,Qualified,3
4574,Manufacturing,138,3126505,Germany,Contacted,13
4575,SaaS,901,2317435,India,Proposal,3
4576,Finance,987,1835107,Singapore,New,1
4577,Finance,324,4918381,Singapore,New,1
4578,Healthcare,969,1868703,Singapore,New,3
4579,Manufacturing,607,1809157,UK,New,7
4580,Healthcare,721,1796302,Germany,New,5
4581,Finance,80,1725764,UK,New,0
4582,Healthcare,354,2934175,USA,New,13
4583,Manufacturing,999,3678138,Germany,New,7
4584,Manufacturing,107,4506007,UK,New,4
4585,SaaS,309,252779,Germany,New,12
4586,Retail,185,747253,USA,Qualified,12
4587,SaaS,754,2358844,UK,New,9
4588,Manufacturing,893,1875779,Germany,Qualified,12
4589,Finance,84,2849292,USA,New,10
4590,Finance,152,4199128,Singapore,Contacted,5
4591,SaaS,940,661357,Germany,Qualified,6
4592,Manufacturing,32,1613355,USA,Contacted,9
4593,Finance,190,4747059,Singapore,Contacted,5
4594,Manufacturing,54,3490764,USA,New,2
4595,Finance,478,2590301,India,Qualified,9
4596,Manufacturing,101,2307701,USA,Proposal,1
4597,Healthcare,278,1655476,UK,New,12
4598,Manufacturing,43,3066450,UK,Qualified,1
4599,Manufacturing,687,2446120,UK,New,2
4600,SaaS,591,1207913,UK,Contacted,14
4601,Healthcare,373,2722985,India,Contacted,5
4602,Retail,717,3422412,India,Qualified,0
4603,SaaS,142,4084819,India,New,2
4604,Retail,768,1573272,Singapore,New,11
4605,Finance,391,1967805,Germany,New,13
4606,Retail,689,339039,UK,Proposal,1
4607,Manufacturing,975,1570128,Germany,New,10
4608,Retail,286,2036991,UK,Contacted,12
4609,SaaS,165,835660,UK,Contacted,3
4610,SaaS,396,2255024,UK,Contacted,0
4611,Retail,544,3726011,India,Contacted,10
4612,SaaS,209,3311389,Singapore,New,14
4613,SaaS,284,4978096,UK,New,2
4614,Retail,510,3121298,UK,New,10
4615,Healthcare,468,4739930,UK,New,3
4616,Healthcare,59,4916243,USA,Contacted,4
4617,Finance,979,4945705,UK,New,14
4618,SaaS,707,1671809,India,New,3
4619,Retail,997,190061,India,New,12
4620,SaaS,541,3690357,Germany,Contacted,4
4621,Manufacturing,637,1058225,India,New,0
4622,SaaS,101,780226,Germany,New,7
4623,SaaS,870,1225295,Singapore,Qualified,1
4624,Healthcare,465,4108465,USA,New,5
4625,Retail,348,2863443,India,New,1
4626,SaaS,62,4741316,UK,Contacted,10
4627,Healthcare,505,2396581,Singapore,Contacted,1
4628,Finance,644,1463534,UK,Proposal,13
4629,Healthcare,862,721560,Germany,Proposal,7
4630,Healthcare,859,4898882,Germany,Contacted,2
4631,Healthcare,786,3953207,USA,New,11
4632,SaaS,13,103961,Singapore,Contacted,7
4633,SaaS,690,1183958,Germany,New,1
4634,Finance,290,868717,UK,Proposal,0
4635,Manufacturing,299,3596662,India,Contacted,0
4636,Manufacturing,82,904360,India,Contacted,6
4637,Manufacturing,146,2431753,Singapore,Contacted,7
4638,Finance,859,4505614,Singapore,Contacted,14
4639,Manufacturing,777,3946545,Germany,Contacted,0
4640,Manufacturing,980,2289044,India,New,11
4641,Healthcare,662,2336210,USA,Contacted,2
4642,SaaS,402,913158,USA,Proposal,11
4643,SaaS,217,3234226,USA,New,3
4644,Healthcare,269,1392612,USA,Proposal,14
4645,Healthcare,939,2799636,Germany,Qualified,14
4646,Healthcare,272,3954673,UK,Qualified,11
4647,SaaS,792,434714,USA,Qualified,7
4648,Manufacturing,514,551616,Germany,Proposal,6
4649,Healthcare,559,2786059,USA,New,4
4650,Finance,212,339013,USA,Contacted,11
4651,Healthcare,745,2079660,UK,Contacted,6
4652,Retail,356,3354192,USA,New,1
4653,Healthcare,999,1624808,Germany,Proposal,6
4654,SaaS,61,2591572,Germany,Contacted,10
4655,Healthcare,602,2698784,India,Contacted,0
4656,Retail,365,3794347,Singapore,Proposal,5
4657,Finance,732,406243,USA,New,7
4658,Manufacturing,528,4683302,USA,New,6
4659,Healthcare,372,1680403,Germany,New,14
4660,Retail,54,4600827,USA,New,4
4661,Retail,836,4787862,Germany,New,10
4662,Finance,387,843206,India,Contacted,2
4663,SaaS,798,4107856,USA,New,11
4664,Healthcare,421,4772414,India,Proposal,6
4665,Retail,780,3145995,India,Qualified,8
4666,Finance,151,164590,Singapore,New,10
4667,Manufacturing,267,2470818,Germany,Qualified,9
4668,Retail,806,2299024,India,New,6
4669,Finance,923,3764046,Germany,New,0
4670,SaaS,46,652302,Singapore,Qualified,9
4671,SaaS,950,3368622,Germany,Qualified,12
4672,Retail,54,144082,Singapore,Proposal,14
4673,Retail,929,1091338,USA,Contacted,10
4674,Healthcare,641,152945,Singapore,Contacted,12
4675,Finance,55,558953,Singapore,Contacted,6
4676,Retail,661,2270644,Singapore,Contacted,9
4677,Healthcare,574,2859897,UK,Contacted,12
4678,Healthcare,310,3149218,India,New,14
4679,Retail,297,2066996,Germany,New,1
4680,SaaS,795,1475946,Germany,Proposal,14
4681,Finance,278,153583,UK,New,6
4682,Finance,909,3353908,USA,New,11
4683,SaaS,800,4275976,India,Proposal,11
4684,Retail,71,2696016,India,Qualified,4
4685,Finance,575,2213600,India,Proposal,5
4686,Retail,979,874696,India,New,5
4687,Retail,960,3168127,UK,Contacted,9
4688,Healthcare,590,4005790,Germany,Qualified,2
4689,SaaS,251,4844489,USA,Contacted,14
4690,Retail,945,3753188,USA,New,8
4691,Manufacturing,791,1302346,USA,New,12
4692,SaaS,773,2763012,UK,Contacted,2
4693,Finance,363,2821131,UK,Contacted,14
4694,Healthcare,805,127442,Singapore,Qualified,1
4695,Finance,977,257768,UK,Qualified,14
4696,Finance,985,2285551,India,New,1
4697,SaaS,872,3250491,Germany,Contacted,12
4698,Finance,80,1962779,USA,Qualified,6
4699,Retail,844,4654182,UK,New,10
4700,Finance,422,4455121,Germany,New,13
4701,Healthcare,621,2490202,India,Contacted,12
4702,Healthcare,70,4723416,UK,New,11
4703,Manufacturing,624,3856802,UK,Contacted,6
4704,Healthcare,461,1645181,Germany,New,1
4705,Finance,402,4220313,India,Contacted,14
4706,Healthcare,640,154183,UK,Proposal,3
4707,SaaS,538,552978,Germany,Proposal,4
4708,Healthcare,314,4488949,India,Proposal,1
4709,Retail,200,4190015,UK,Contacted,7
4710,SaaS,733,3506248,UK,New,5
4711,Manufacturing,87,335374,USA,Qualified,13
4712,Retail,567,1981799,Singapore,Contacted,4
4713,Finance,614,3466399,India,Qualified,7
4714,Finance,898,4127680,Germany,New,5
4715,Finance,534,3853973,USA,New,8
4716,Retail,749,3110817,UK,New,10
4717,Retail,310,1452642,Germany,Contacted,6
4718,Retail,958,4033403,USA,Proposal,7
4719,SaaS,26,1860205,USA,Contacted,9
4720,SaaS,824,1147054,Singapore,Contacted,6
4721,Finance,583,929261,USA,Qualified,6
4722,Healthcare,443,1725146,India,New,14
4723,Finance,52,4447239,Singapore,New,7
4724,Manufacturing,77,918769,Singapore,Qualified,5
4725,SaaS,389,1042192,UK,Proposal,9
4726,Retail,221,2205126,UK,Contacted,3
4727,SaaS,212,3386291,India,New,8
4728,Retail,735,975272,Germany,New,7
4729,Manufacturing,118,897930,India,Qualified,3
4730,Manufacturing,977,2012882,Singapore,New,2
4731,SaaS,293,3370309,UK,Qualified,12
4732,Retail,950,2814195,India,Contacted,8
4733,Manufacturing,946,2389448,UK,Qualified,11
4734,Finance,615,2537341,India,New,14
4735,Finance,234,2366030,India,New,4
4736,Retail,746,1590585,USA,New,13
4737,SaaS,760,4344752,India,Qualified,14
4738,Manufacturing,127,1474335,UK,Contacted,10
4739,SaaS,941,895656,India,Qualified,10
4740,Finance,612,4102778,Germany,New,7
4741,Manufacturing,349,3941157,USA,Contacted,13
4742,SaaS,810,2375267,India,Qualified,8
4743,Healthcare,290,574127,Germany,Contacted,5
4744,Retail,500,3066979,UK,Proposal,8
4745,Retail,28,2322397,Germany,Qualified,13
4746,Healthcare,184,3936263,USA,Contacted,9
4747,Finance,478,4252695,UK,Qualified,2
4748,Manufacturing,627,3361351,India,Qualified,5
4749,Retail,810,4012637,India,New,9
4750,Healthcare,769,4135879,Germany,New,12
4751,Healthcare,844,2166629,India,Contacted,8
4752,Finance,151,4316377,UK,Contacted,1
4753,Finance,472,487661,UK,Qualified,2
4754,SaaS,938,2807697,India,New,6
4755,Retail,307,761932,Germany,New,4
4756,SaaS,479,2594318,India,New,8
4757,Healthcare,714,3592450,Singapore,Proposal,10
4758,Manufacturing,872,4989917,India,New,11
4759,Manufacturing,824,2937715,USA,Proposal,12
4760,Finance,812,3722160,India,Qualified,12
4761,Manufacturing,382,520947,Singapore,New,11
4762,Manufacturing,477,3935503,USA,New,0
4763,Manufacturing,937,2244965,Germany,New,14
4764,Healthcare,960,1075207,USA,New,7
4765,Manufacturing,447,349212,UK,Proposal,10
4766,Manufacturing,853,4420795,Singapore,Contacted,5
4767,Manufacturing,956,3713836,UK,New,12
4768,SaaS,729,534076,UK,Contacted,1
4769,Healthcare,452,2200396,USA,Qualified,13
4770,Finance,465,320179,USA,Contacted,5
4771,SaaS,257,2954841,UK,Contacted,0
4772,Retail,151,1343088,Germany,Qualified,6
4773,Healthcare,411,1750292,India,New,8
4774,Healthcare,905,4073622,India,Qualified,2
4775,Retail,832,310485,Singapore,Contacted,3
4776,Retail,231,1564546,USA,New,12
4777,Retail,746,3266316,India,Qualified,14
4778,Finance,875,4618630,Germany,Contacted,5
4779,Manufacturing,193,814047,Singapore,New,4
4780,Healthcare,373,2388947,USA,New,14
4781,Manufacturing,826,3484106,India,Contacted,1
4782,Manufacturing,197,4973302,UK,New,7
4783,Retail,122,2073557,Germany,New,9
4784,Finance,190,1656858,Germany,Contacted,9
4785,SaaS,208,4191619,USA,New,9
4786,Finance,911,1420937,Germany,New,10
4787,Manufacturing,79,4633552,USA,Qualified,10
4788,Finance,607,3502404,Germany,New,7
4789,Retail,913,1607387,India,Contacted,13
4790,SaaS,494,138199,USA,New,1
4791,Retail,408,3133710,Germany,New,1
4792,SaaS,931,1326840,India,New,9
