lead_id,website_visits,pages_viewed,email_clicks,calls_made,meetings_scheduled,demo_requested,time_spent_minutes,days_since_last_activity
3010,35,13,19,9,4,1,142,18
3011,17,4,2,6,0,0,151,8
3012,37,4,9,2,3,1,292,7
3013,15,6,3,8,0,0,117,50
3014,23,12,13,0,1,0,143,34
3015,43,7,2,8,2,0,47,26
3016,18,11,12,5,0,1,269,10
3017,37,4,16,1,0,1,159,41
3018,3,18,18,0,2,0,8,20
3019,34,7,18,7,0,1,24,47
3020,24,7,9,3,3,1,65,22
3021,2,21,10,7,1,0,241,49
3022,20,15,14,6,1,1,173,31
3023,8,14,3,4,1,1,61,11
3024,45,24,18,3,4,0,78,19
3025,43,15,8,3,3,0,17,26
3026,28,9,3,6,2,0,90,8
3027,9,22,4,7,0,0,204,52
3028,30,23,4,7,2,0,127,59
3029,11,9,5,6,0,0,200,50
3030,21,12,8,0,4,0,269,57
3031,15,8,12,0,2,0,29,32
3032,49,22,9,0,0,0,290,48
3033,27,18,17,2,0,1,184,41
3034,44,15,5,2,4,0,291,55
3035,45,2,0,0,1,0,30,6
3036,26,20,13,4,3,0,201,30
3037,22,11,9,7,1,0,14,50
3038,38,13,0,1,0,0,279,20
3039,7,7,16,6,4,1,51,14
3040,4,20,17,2,4,1,214,19
3041,49,8,12,9,3,0,24,39
3042,3,6,12,1,2,1,160,16
3043,25,3,17,5,0,0,298,31
3044,21,1,5,9,0,0,2,21
3045,24,14,0,4,2,0,222,44
3046,1,1,15,9,0,1,161,9
3047,7,8,8,7,1,0,142,41
3048,25,19,8,6,1,0,174,8
3049,46,21,10,6,0,0,152,52
3050,5,16,7,0,2,0,141,12
3051,12,22,5,5,2,1,40,2
3052,36,6,9,5,1,1,157,24
3053,20,9,2,4,3,1,205,14
3054,12,20,6,4,0,1,43,8
3055,28,6,11,1,2,0,206,54
3056,19,3,6,5,3,1,195,13
3057,47,6,6,8,0,0,222,48
3058,38,10,2,1,1,0,218,29
3059,7,13,7,0,4,0,24,53
3060,4,1,15,2,3,0,109,30
3061,23,16,5,9,3,0,279,10
3062,29,12,0,6,1,1,299,17
3063,41,13,0,8,3,1,78,2
3064,35,14,16,6,1,0,259,43
3065,16,20,8,9,3,1,272,16
3066,41,11,8,9,4,0,225,0
3067,18,14,4,9,2,0,134,22
3068,37,8,5,2,4,1,56,39
3069,31,9,3,4,1,0,203,6
3070,44,24,4,2,0,0,276,21
3071,36,13,7,5,3,1,242,36
3072,11,14,2,5,1,0,187,3
3073,23,15,1,7,2,0,194,22
3074,23,21,8,6,2,0,236,14
3075,12,23,2,1,2,0,239,7
3076,3,20,9,0,3,0,72,26
3077,20,5,15,5,2,1,57,6
3078,23,7,13,9,4,0,69,31
3079,35,13,5,3,0,0,236,54
3080,33,3,19,8,3,1,238,18
3081,2,1,15,1,0,0,153,51
3082,44,19,18,5,4,1,49,20
3083,43,21,8,0,0,0,83,5
3084,37,2,10,9,3,0,128,10
3085,24,16,4,7,4,0,209,52
3086,19,18,15,0,4,1,293,12
3087,25,5,3,8,2,1,3,43
3088,5,6,6,9,4,0,54,14
3089,10,17,12,4,2,1,160,59
3090,29,18,14,6,3,0,239,52
3091,47,4,3,6,3,0,89,45
3092,8,9,2,8,4,1,90,0
3093,18,6,17,3,2,1,196,4
3094,40,18,4,9,4,1,288,49
3095,29,17,12,8,1,0,243,46
3096,13,24,0,7,3,1,220,11
3097,33,1,19,7,2,1,52,47
3098,41,2,18,0,3,0,209,39
3099,1,2,14,7,0,0,134,2
3100,41,12,7,8,1,0,173,11
3101,18,7,14,0,4,0,276,24
3102,16,19,16,2,0,0,71,16
3103,24,6,4,0,0,1,238,10
3104,30,15,7,9,1,0,101,26
3105,41,15,1,3,1,0,73,14
3106,6,13,0,7,0,1,258,21
3107,35,13,6,4,2,0,219,9
3108,25,15,11,6,4,1,101,49
3109,18,10,13,6,2,0,37,19
3110,5,15,14,1,2,0,47,55
3111,39,1,3,0,2,0,271,46
3112,11,7,7,6,0,1,193,39
3113,46,15,10,7,2,1,198,44
3114,49,3,19,7,2,0,62,23
3115,35,12,8,4,0,1,225,41
3116,46,5,19,0,0,0,216,14
3117,10,3,5,3,4,0,183,53
3118,18,4,14,6,3,0,211,29
3119,23,10,19,9,3,1,113,20
3120,37,20,13,3,1,0,164,11
3121,24,11,4,0,4,0,245,7
3122,32,20,0,6,4,0,59,47
3123,33,16,16,2,1,1,149,13
3124,41,9,15,2,3,1,281,41
3125,44,13,0,5,4,0,274,0
3126,38,5,10,7,0,0,32,40
3127,8,9,0,7,3,1,103,40
3128,45,24,9,4,0,1,299,41
3129,15,21,12,1,4,0,258,22
3130,38,24,8,3,0,0,278,8
3131,39,9,0,8,1,0,14,30
3132,32,10,9,0,3,1,172,40
3133,43,14,5,4,4,0,85,4
3134,40,22,1,1,1,0,40,19
3135,31,13,5,3,1,0,261,44
3136,41,12,0,3,4,0,235,1
3137,4,22,13,4,0,1,81,6
3138,14,8,6,5,1,0,207,53
3139,14,3,9,5,3,0,24,31
3140,42,20,9,7,1,1,105,1
3141,42,17,17,1,1,0,50,42
3142,13,13,6,2,0,0,110,59
3143,31,10,8,2,3,0,68,10
3144,18,18,5,8,3,0,187,38
3145,20,6,3,8,3,0,202,12
3146,24,18,17,9,3,0,237,45
3147,16,19,8,9,1,0,71,48
3148,11,11,0,0,3,1,144,33
3149,22,1,5,6,4,1,194,31
3150,36,9,12,2,2,0,139,38
3151,16,11,3,3,2,0,116,19
3152,3,12,7,1,4,0,226,29
3153,14,21,15,0,1,0,44,3
3154,35,21,8,1,4,1,64,38
3155,45,10,12,1,0,0,169,8
3156,41,9,13,7,1,0,262,17
3157,19,12,8,8,0,0,85,49
3158,11,21,3,2,2,0,138,30
3159,34,18,15,2,3,0,118,55
3160,45,18,11,7,0,0,111,58
3161,14,9,14,8,2,0,187,34
3162,2,7,19,7,0,0,294,3
3163,44,5,16,7,1,0,70,10
3164,45,5,9,9,1,0,179,6
3165,14,12,17,4,3,1,89,27
3166,26,7,10,1,1,1,59,41
3167,13,24,4,7,1,0,108,26
3168,19,14,4,6,0,0,261,3
3169,14,9,10,7,2,0,182,56
3170,42,22,7,2,0,0,70,28
3171,42,1,12,4,0,1,181,30
3172,25,3,0,5,3,0,120,23
3173,11,11,7,3,0,1,174,12
3174,35,15,6,8,1,1,74,28
3175,42,18,0,8,1,0,7,54
3176,34,8,17,4,1,0,66,4
3177,40,1,4,9,2,0,26,51
3178,4,13,16,9,3,0,203,23
3179,48,15,11,4,1,0,235,2
3180,33,7,13,5,3,1,215,21
3181,10,3,2,0,4,1,261,47
3182,38,18,18,1,1,1,132,49
3183,45,4,9,5,1,0,99,51
3184,23,8,1,6,0,1,98,22
3185,8,5,4,7,4,1,95,26
3186,39,13,0,3,1,0,80,14
3187,12,9,16,7,4,1,159,41
3188,18,9,2,1,3,0,71,12
3189,3,11,19,6,3,1,197,7
3190,49,19,1,1,1,0,256,1
3191,4,18,1,6,0,1,215,50
3192,21,4,0,4,2,1,274,35
3193,9,23,0,3,0,0,49,32
3194,49,19,15,5,2,1,140,29
3195,44,23,12,9,1,0,152,51
3196,28,14,14,0,1,0,107,0
3197,15,4,18,8,1,0,141,18
3198,27,17,1,2,1,0,247,46
3199,4,4,3,8,1,1,92,42
3200,26,10,10,9,0,0,71,58
3201,2,12,9,0,3,1,77,8
3202,21,2,17,0,0,1,26,36
3203,18,14,10,3,3,1,96,29
3204,2,7,6,8,1,1,37,38
3205,7,5,12,1,4,0,67,16
3206,20,20,2,7,2,1,205,22
3207,44,3,17,6,2,1,182,49
3208,16,1,2,6,0,0,117,51
3209,14,4,0,1,3,0,259,46
3210,32,7,15,0,3,0,269,34
3211,15,24,6,3,3,1,185,24
3212,30,5,10,3,3,1,91,6
3213,48,15,4,1,1,0,270,37
3214,47,22,2,3,4,0,164,17
3215,7,13,1,2,2,0,128,42
3216,24,21,16,3,2,0,249,32
3217,17,13,10,8,0,0,175,36
3218,17,22,16,3,4,0,293,47
3219,39,7,14,0,4,0,91,9
3220,5,2,18,0,0,0,38,54
3221,1,24,18,4,4,0,161,27
3222,43,8,5,6,0,0,268,35
3223,21,4,8,2,3,0,94,24
3224,30,1,4,2,0,0,137,40
3225,4,16,8,4,4,0,55,4
3226,5,6,4,5,4,0,297,7
3227,41,8,18,5,3,1,142,46
3228,21,16,6,9,2,1,11,35
3229,20,8,7,9,2,0,179,54
3230,20,15,7,8,4,1,266,45
3231,37,12,9,0,1,0,238,25
3232,17,6,3,4,2,0,131,45
3233,9,5,10,5,2,0,276,35
3234,32,16,10,7,1,1,162,1
3235,49,2,12,4,4,1,195,32
3236,23,8,19,4,2,0,118,39
3237,20,11,11,9,3,0,248,18
3238,9,11,7,9,1,1,43,30
3239,26,10,13,7,3,1,18,54
3240,17,2,12,9,1,1,2,16
3241,20,11,12,9,2,1,201,4
3242,31,10,3,6,0,0,125,18
3243,18,2,5,8,4,0,149,50
3244,21,11,5,7,4,0,171,4
3245,27,3,9,3,2,0,85,23
3246,26,20,2,3,0,0,103,25
3247,44,8,9,7,1,1,115,57
3248,39,10,17,0,1,0,41,25
3249,15,20,13,6,3,1,201,56
3250,44,23,4,1,4,0,82,36
3251,31,4,6,1,3,1,298,39
3252,19,3,14,5,0,0,76,15
3253,40,13,3,8,2,0,294,21
3254,45,14,3,9,1,0,67,33
3255,4,11,12,9,1,0,171,21
3256,37,15,17,1,0,0,225,39
3257,47,2,5,4,1,0,124,27
3258,7,3,16,4,2,0,55,17
3259,48,23,19,2,0,0,181,33
3260,17,10,13,0,4,1,104,4
3261,10,21,5,3,3,1,34,28
3262,43,9,6,3,4,0,124,49
3263,14,11,8,4,1,0,161,18
3264,45,11,15,1,3,1,286,37
3265,18,24,0,1,1,0,197,53
3266,49,21,11,9,4,1,175,40
3267,9,3,18,6,4,0,189,1
3268,16,8,3,2,0,0,60,27
3269,9,13,13,1,1,0,288,34
3270,11,5,3,9,3,0,205,45
3271,27,24,10,1,0,1,201,17
3272,30,21,1,5,0,1,250,43
3273,14,10,1,8,4,0,146,8
3274,14,6,6,0,2,1,56,9
3275,29,20,8,3,1,1,222,23
3276,11,2,9,6,4,0,125,45
3277,15,4,10,3,1,0,39,18
3278,44,17,2,1,2,1,52,24
3279,14,3,1,2,4,1,131,54
3280,27,22,6,0,2,0,114,20
3281,3,23,5,2,2,0,84,24
3282,12,24,15,3,4,1,179,12
3283,14,10,4,7,4,0,191,33
3284,41,3,7,1,2,0,73,51
3285,17,11,19,5,1,1,208,42
3286,17,2,1,6,3,1,6,35
3287,48,16,4,4,4,0,53,1
3288,34,19,6,8,0,0,64,10
3289,30,11,7,3,2,0,221,22
3290,23,19,10,8,3,1,112,58
3291,36,16,7,8,3,0,105,57
3292,25,6,18,6,3,0,167,7
3293,40,20,3,9,2,1,251,33
3294,32,21,10,8,3,0,223,41
3295,23,15,1,3,3,0,112,13
3296,41,17,10,4,4,1,268,8
3297,16,18,1,8,3,0,271,30
3298,32,15,6,6,3,0,267,22
3299,43,10,10,1,1,0,90,20
3300,10,17,16,7,1,0,99,5
3301,34,22,5,5,4,0,167,20
3302,33,8,4,6,2,0,155,58
3303,28,23,18,7,3,1,113,42
3304,7,15,3,4,4,1,277,38
3305,40,10,10,1,0,0,185,14
3306,2,19,12,3,0,1,224,39
3307,35,2,2,7,4,0,125,14
3308,48,15,16,6,1,0,237,43
3309,7,4,11,9,2,1,12,25
3310,13,1,9,5,0,1,276,33
3311,3,12,5,9,1,0,68,49
3312,25,8,6,5,1,0,295,44
3313,7,10,9,3,0,0,141,53
3314,44,4,6,7,3,0,294,55
3315,27,18,10,4,4,0,176,7
3316,22,8,13,0,0,0,115,4
3317,28,3,17,6,2,0,25,42
3318,5,11,4,6,1,0,198,27
3319,2,14,3,3,4,0,129,50
3320,48,16,8,2,1,1,36,42
3321,36,1,16,1,0,0,221,1
3322,24,20,13,2,0,0,201,28
3323,32,15,5,0,0,0,15,25
3324,22,12,18,1,2,0,134,31
3325,42,15,12,4,4,0,232,23
3326,6,16,7,9,0,0,144,20
3327,23,4,6,9,1,0,270,58
3328,46,7,17,5,2,0,78,13
3329,14,5,11,9,2,0,207,59
3330,15,21,7,2,3,0,87,55
3331,43,14,13,1,0,1,78,10
3332,6,10,0,8,2,0,267,54
3333,22,12,1,6,2,0,138,4
3334,44,14,16,2,4,0,146,50
3335,24,19,12,6,4,0,284,53
3336,14,18,10,5,0,0,61,16
3337,25,21,17,4,1,0,180,32
3338,27,18,14,9,1,0,73,9
3339,38,24,2,3,2,0,93,4
3340,14,23,19,5,1,1,52,4
3341,21,2,16,9,3,0,139,7
3342,17,11,10,9,3,0,41,25
3343,14,15,3,1,4,1,67,53
3344,33,5,10,9,3,0,180,46
3345,42,5,16,7,2,1,28,37
3346,49,20,7,4,0,0,53,27
3347,9,7,6,7,0,0,216,50
3348,42,2,10,3,3,0,290,1
3349,18,22,9,5,4,0,64,50
3350,11,1,18,6,2,1,19,37
3351,49,1,5,6,4,1,283,44
3352,44,15,7,3,1,1,174,1
3353,29,1,4,5,3,0,41,50
3354,5,6,12,4,0,0,254,18
3355,24,13,17,6,1,0,272,4
3356,5,7,19,7,4,1,138,46
3357,10,12,4,6,1,1,45,1
3358,2,4,17,8,3,1,258,31
3359,23,10,11,6,2,1,170,40
3360,32,8,16,3,4,1,276,21
3361,1,18,12,7,0,1,187,31
3362,32,22,4,0,3,1,161,55
3363,18,11,15,0,4,1,52,28
3364,16,6,6,5,1,1,227,10
3365,16,16,19,1,1,1,248,39
3366,37,19,13,3,0,1,162,54
3367,24,22,10,7,0,0,211,52
3368,19,3,0,1,0,0,210,39
3369,40,6,8,2,2,0,253,52
3370,1,11,13,7,0,0,269,20
3371,11,5,3,2,0,1,109,4
3372,40,18,1,7,0,0,89,5
3373,19,14,5,9,0,1,93,21
3374,5,5,12,2,1,0,167,8
3375,21,17,15,1,4,0,99,16
3376,20,8,18,8,0,0,269,42
3377,18,20,10,4,2,0,101,45
3378,34,18,12,3,1,0,212,53
3379,23,23,5,9,1,1,17,39
3380,19,23,13,3,2,1,53,45
3381,10,22,16,5,3,0,6,37
3382,48,16,19,7,4,0,278,27
3383,37,4,8,8,4,0,218,32
3384,45,12,5,6,0,1,12,10
3385,34,19,17,0,0,0,171,43
3386,43,24,11,7,0,0,129,42
3387,44,3,11,8,1,0,206,9
3388,21,22,15,6,0,1,174,52
3389,40,2,3,9,1,1,94,48
3390,44,24,18,6,2,1,66,11
3391,47,8,3,4,1,0,85,58
3392,15,5,14,8,1,0,162,38
3393,22,1,19,2,4,0,126,15
3394,17,5,0,7,2,0,117,24
3395,42,14,8,9,3,0,281,25
3396,7,4,11,5,0,1,126,21
3397,25,8,0,9,2,0,176,2
3398,22,16,2,1,3,0,143,44
3399,10,5,16,6,1,0,228,24
3400,46,11,1,4,3,0,42,54
3401,16,13,14,1,4,0,246,21
3402,13,8,2,0,1,0,107,41
3403,43,11,4,5,4,0,62,0
3404,35,3,14,0,2,0,162,50
3405,30,1,8,6,4,0,20,38
3406,49,4,13,0,3,0,171,36
3407,5,19,6,4,1,1,259,8
3408,39,14,15,0,1,1,54,7
3409,6,22,13,5,1,0,236,37
3410,38,2,2,7,3,0,186,22
3411,38,14,6,2,3,0,276,20
3412,20,7,7,8,4,1,299,12
3413,39,11,14,3,1,1,218,9
3414,6,3,1,7,4,1,283,28
3415,5,17,3,1,1,1,185,30
3416,7,15,3,0,1,1,244,46
3417,15,21,10,5,2,1,107,17
3418,18,4,0,1,2,0,229,50
3419,37,19,12,4,1,1,137,1
3420,43,10,3,7,2,0,190,19
3421,27,17,11,2,0,0,166,10
3422,23,17,18,7,1,0,40,10
3423,29,12,5,0,1,1,123,51
3424,24,15,13,4,4,1,246,17
3425,25,11,4,0,0,0,121,22
3426,20,14,5,3,0,1,168,16
3427,46,15,3,7,0,0,189,54
3428,21,13,19,7,1,0,194,35
3429,40,2,7,3,0,0,39,16
3430,40,5,6,0,3,0,152,10
3431,2,20,1,6,2,1,261,5
3432,48,6,1,6,0,0,74,42
3433,49,15,8,4,0,0,217,18
3434,42,11,5,7,2,0,207,47
3435,46,1,5,9,4,0,107,51
3436,44,24,12,4,3,0,54,17
3437,20,12,17,8,4,0,64,36
3438,11,17,11,1,2,0,269,4
3439,2,1,0,6,4,0,90,44
3440,47,2,5,9,2,0,167,32
3441,15,2,13,1,1,0,25,23
3442,26,18,8,1,4,0,33,46
3443,3,22,4,8,1,1,81,39
3444,18,3,3,3,3,0,10,54
3445,20,16,10,1,1,0,37,37
3446,24,10,15,0,4,0,129,37
3447,16,15,5,0,2,0,39,11
3448,41,12,11,1,2,0,258,47
3449,23,13,5,3,0,0,195,34
3450,39,12,10,5,3,0,296,54
3451,10,21,18,7,3,0,253,55
3452,22,7,2,4,4,1,68,49
3453,20,19,5,9,4,1,69,49
3454,49,15,18,6,1,0,293,3
3455,48,20,16,6,2,0,106,26
3456,10,7,12,5,2,1,51,26
3457,26,21,5,8,2,0,39,8
3458,49,14,4,8,2,0,249,36
3459,22,13,7,0,1,1,204,20
3460,12,14,19,3,1,0,11,3
3461,7,20,18,6,0,0,71,52
3462,33,12,11,6,0,0,293,21
3463,44,7,2,4,0,0,201,22
3464,18,2,6,0,3,0,150,38
3465,48,16,7,0,1,0,8,28
3466,44,18,11,9,0,0,160,36
3467,42,1,3,8,1,1,118,56
3468,11,1,18,9,4,0,20,42
3469,12,15,1,8,0,0,177,27
3470,32,10,13,1,2,0,14,30
3471,36,13,18,2,3,1,136,26
3472,36,3,6,0,2,0,75,21
3473,10,23,17,8,4,0,212,55
3474,38,5,4,7,0,0,3,32
3475,37,17,4,9,2,0,195,22
3476,45,8,6,8,1,0,35,37
3477,43,2,4,3,1,0,125,38
3478,41,7,15,8,1,0,239,40
3479,31,21,3,7,3,0,201,52
3480,3,12,14,2,2,0,200,9
3481,48,6,10,2,2,1,250,49
3482,48,21,11,9,2,0,113,18
3483,49,22,6,6,1,0,55,46
3484,39,21,10,8,0,0,187,32
3485,40,20,0,2,1,0,199,22
3486,43,22,1,3,4,0,37,3
3487,12,21,16,0,0,0,26,26
3488,16,2,8,7,2,1,286,7
3489,29,7,12,7,0,0,295,22
3490,49,6,6,3,1,0,181,25
3491,1,1,18,6,0,1,137,7
3492,28,17,3,1,4,0,274,56
3493,45,22,16,5,0,0,38,36
3494,8,6,7,1,2,0,78,36
3495,34,4,18,1,4,0,134,58
3496,16,10,12,4,2,0,96,49
3497,40,22,0,9,1,0,71,48
3498,26,19,2,7,0,1,171,47
3499,22,6,17,7,2,0,157,43
3500,25,2,16,7,0,0,208,32
3501,24,8,18,0,4,1,216,49
3502,7,6,5,1,0,1,126,40
3503,21,9,18,5,3,0,208,39
3504,1,15,3,4,2,0,168,37
3505,2,19,4,5,3,0,248,42
3506,17,22,13,8,0,0,80,22
3507,28,15,11,0,3,1,145,57
3508,48,22,0,6,4,1,82,19
3509,19,4,1,2,2,0,88,13
3510,30,9,18,8,0,0,287,46
3511,47,22,1,7,3,1,131,23
3512,14,24,6,3,2,0,282,12
3513,29,18,2,9,2,0,4,51
3514,2,13,7,5,0,0,195,32
3515,11,11,18,2,0,0,205,26
3516,32,24,11,4,2,0,206,34
3517,47,3,3,1,2,1,148,11
3518,46,3,15,5,1,1,274,53
3519,35,18,3,1,4,0,221,53
3520,43,20,0,6,2,0,165,45
3521,9,7,0,2,1,0,50,56
3522,34,17,4,6,0,0,131,12
3523,44,13,6,3,1,0,57,44
3524,9,14,5,0,4,0,223,18
3525,47,12,10,8,0,1,19,28
3526,9,8,3,4,4,0,136,39
3527,3,19,10,3,0,1,240,21
3528,27,1,13,3,4,0,277,43
3529,45,18,4,6,4,1,189,54
3530,21,14,0,1,1,0,59,16
3531,34,18,14,8,0,1,33,21
3532,28,20,13,5,2,0,124,51
3533,33,23,2,5,0,0,32,2
3534,35,5,15,1,3,0,164,37
3535,40,9,0,3,4,1,120,43
3536,5,14,13,1,4,1,46,46
3537,46,5,8,7,4,0,286,32
3538,46,3,8,7,0,1,33,1
3539,41,22,7,3,3,1,27,4
3540,31,17,19,5,3,1,236,37
3541,42,16,10,7,1,1,33,55
3542,45,7,4,8,3,0,5,59
3543,33,16,3,4,2,0,54,53
3544,25,14,10,7,4,0,72,40
3545,22,12,7,4,4,0,255,42
3546,8,1,4,4,1,0,260,43
3547,9,19,10,2,0,0,82,8
3548,11,13,12,0,3,0,297,7
3549,31,3,7,4,2,0,13,12
3550,29,6,12,5,2,0,13,24
3551,23,2,15,8,4,0,19,18
3552,37,17,0,6,4,0,132,52
3553,20,4,18,9,3,1,236,38
3554,48,10,7,8,1,0,240,57
3555,23,3,16,7,4,0,241,29
3556,9,12,18,9,2,0,129,16
3557,46,2,9,9,1,1,188,14
3558,18,7,15,9,1,0,70,40
3559,30,11,0,7,1,0,246,21
3560,26,21,10,7,2,1,261,55
3561,16,21,0,2,3,1,289,23
3562,20,21,8,9,1,0,86,46
3563,16,23,19,1,4,0,4,43
3564,24,4,18,5,4,0,81,26
3565,16,15,2,1,2,0,270,59
3566,49,1,19,2,3,1,244,56
3567,32,20,9,2,0,1,138,22
3568,38,19,2,4,3,0,160,34
3569,17,1,1,4,4,0,16,24
3570,49,24,9,1,4,1,138,20
3571,36,6,5,5,2,0,63,15
3572,42,10,13,4,1,1,170,42
3573,24,14,13,9,3,0,173,5
3574,25,15,19,5,4,1,284,19
3575,15,23,4,1,3,0,149,52
3576,21,18,5,5,0,0,268,41
3577,40,7,8,6,4,0,225,51
3578,16,10,3,7,4,0,273,48
3579,48,7,5,7,3,1,228,45
3580,19,2,5,0,2,0,297,22
3581,20,10,8,9,0,0,117,1
3582,38,2,3,0,4,1,28,53
3583,5,10,1,2,4,1,100,21
3584,15,17,19,9,4,1,275,26
3585,40,3,14,7,4,0,233,26
3586,10,7,1,5,1,1,51,10
3587,11,18,13,1,0,0,252,10
3588,34,15,18,3,0,0,87,12
3589,44,7,11,2,1,0,128,34
3590,49,3,8,6,0,1,78,40
3591,8,21,6,2,3,0,214,7
3592,40,1,10,4,1,1,283,52
3593,46,14,4,7,1,0,4,11
3594,24,19,3,0,1,1,32,12
3595,34,9,16,8,4,1,75,30
3596,40,20,11,2,0,0,14,56
3597,21,22,12,5,3,1,66,8
3598,2,20,4,2,1,1,30,31
3599,19,4,5,9,2,0,257,22
3600,14,4,13,9,3,1,250,31
3601,12,3,2,4,2,1,101,9
3602,37,14,14,5,1,0,201,7
3603,20,16,4,4,2,0,33,41
3604,20,6,4,0,1,0,194,42
3605,31,22,15,8,4,0,106,47
3606,29,7,17,0,3,0,133,5
3607,11,17,16,2,1,0,14,23
3608,11,16,10,9,3,1,62,45
3609,18,18,2,6,0,0,252,5
3610,10,10,4,4,1,0,176,45
3611,48,8,14,4,4,0,207,47
3612,18,14,16,7,4,1,6,51
3613,9,9,10,8,4,0,38,18
3614,6,20,13,2,0,1,80,48
3615,12,16,11,3,1,1,260,20
3616,1,21,7,2,2,0,47,3
3617,10,8,17,7,2,0,224,32
3618,2,10,10,3,3,0,221,9
3619,45,20,11,3,4,0,35,34
3620,41,14,1,9,4,0,86,32
3621,8,2,4,9,2,0,286,36
3622,25,8,8,5,0,1,5,55
3623,30,24,16,3,1,0,106,45
3624,27,8,4,4,2,0,86,38
3625,44,7,6,8,3,1,223,55
3626,13,15,1,6,1,1,68,27
3627,32,23,17,8,2,0,203,16
3628,6,14,4,8,2,0,226,47
3629,20,11,2,4,3,0,138,44
3630,14,9,10,3,2,0,106,54
3631,23,2,2,2,2,0,299,0
3632,13,1,2,2,3,1,124,48
3633,24,10,9,8,3,0,118,12
3634,48,14,6,6,4,1,200,39
3635,47,20,3,3,2,0,143,27
3636,10,6,5,0,4,1,89,10
3637,46,19,12,7,3,0,18,49
3638,41,7,14,1,2,0,58,11
3639,10,13,11,7,2,0,116,45
3640,8,18,16,7,1,0,184,12
3641,18,11,14,2,0,1,204,40
3642,12,3,2,7,2,0,91,25
3643,21,18,6,5,3,1,43,28
3644,49,7,13,4,4,1,269,35
3645,26,19,1,4,1,1,217,58
3646,11,10,8,0,2,0,234,46
3647,11,7,10,5,4,0,97,59
3648,30,2,11,3,1,0,200,9
3649,46,14,6,6,3,1,183,21
3650,1,22,5,3,0,0,277,49
3651,15,14,17,4,3,1,145,48
3652,28,3,2,4,3,1,42,11
3653,38,9,18,4,0,1,289,19
3654,5,20,11,0,0,0,256,49
3655,45,15,18,5,2,0,224,53
3656,41,6,5,5,2,0,3,39
3657,42,12,10,2,0,0,297,54
3658,8,14,11,8,0,1,168,7
3659,38,16,1,1,2,1,128,1
3660,45,8,9,1,0,0,164,4
3661,22,10,12,2,2,0,280,59
3662,38,4,16,8,3,1,223,25
3663,46,21,15,0,4,0,22,14
3664,30,3,19,0,0,0,232,13
3665,4,3,2,2,3,0,60,41
3666,2,7,10,2,2,0,33,35
3667,21,3,18,1,2,1,215,8
3668,33,10,8,2,0,1,294,32
3669,14,20,7,3,0,0,198,36
3670,16,5,0,6,4,1,210,58
3671,28,14,17,2,3,1,140,59
3672,46,10,14,9,3,1,64,8
3673,41,9,17,0,3,1,20,5
3674,9,6,0,7,1,0,127,9
3675,34,3,14,8,4,1,224,6
3676,11,11,17,8,4,0,40,20
3677,19,3,12,1,2,0,8,44
3678,29,6,0,3,0,1,8,41
3679,44,16,12,3,2,0,125,48
3680,38,6,12,7,2,0,119,12
3681,9,7,15,3,2,0,15,4
3682,7,9,15,6,4,0,193,30
3683,31,11,4,7,3,0,247,33
3684,3,13,19,1,4,0,18,16
3685,8,14,12,4,2,0,163,53
3686,9,3,18,0,4,0,189,5
3687,15,6,12,4,4,0,185,25
3688,8,14,6,2,4,0,25,53
3689,17,10,4,0,1,1,269,1
3690,32,14,5,7,4,0,191,57
3691,23,16,0,7,1,0,113,26
3692,1,12,19,1,3,0,73,35
3693,46,17,8,6,1,1,13,42
3694,36,22,12,1,1,1,118,48
3695,7,22,18,7,3,0,53,40
3696,14,24,3,2,2,0,271,51
3697,10,11,14,9,2,1,60,3
3698,21,5,19,0,0,0,93,0
3699,34,11,0,4,2,0,29,24
3700,35,19,12,8,3,0,141,35
3701,40,19,10,4,2,0,20,8
3702,48,21,3,7,0,0,222,19
3703,33,16,10,4,4,1,145,57
3704,12,8,7,4,1,1,298,36
3705,13,24,2,9,0,0,289,41
3706,31,8,9,6,1,0,88,43
3707,15,21,10,2,2,0,145,48
3708,35,19,4,7,0,0,2,6
3709,9,5,13,4,2,0,132,19
3710,6,14,3,3,1,0,252,2
3711,37,18,18,8,0,1,116,3
3712,3,4,11,1,0,0,235,21
3713,44,4,6,2,4,1,196,27
3714,40,7,9,3,1,0,161,15
3715,14,12,19,1,4,0,182,34
3716,49,13,0,0,2,0,43,24
3717,14,12,4,9,0,0,230,2
3718,23,14,12,4,1,1,243,49
3719,49,10,13,7,2,1,250,58
3720,1,12,6,4,0,0,299,20
3721,36,8,3,9,3,1,100,30
3722,33,24,4,6,0,1,264,31
3723,24,5,6,9,1,0,219,8
3724,26,11,18,9,4,1,230,0
3725,10,16,7,2,4,0,193,53
3726,39,8,10,9,1,0,36,7
3727,18,13,14,0,3,1,26,5
3728,10,3,7,0,3,1,271,40
3729,6,9,16,8,2,1,69,5
3730,35,8,4,9,2,1,87,23
3731,5,10,17,8,0,0,246,35
3732,9,15,9,4,2,1,6,15
3733,3,14,16,6,3,0,207,28
3734,47,19,9,5,3,0,151,57
3735,48,18,17,8,4,0,31,11
3736,8,18,1,4,2,0,222,27
3737,10,8,7,2,1,0,57,13
3738,43,9,3,0,1,1,232,7
3739,25,8,9,1,3,0,205,18
3740,36,8,17,9,3,1,69,54
3741,3,4,11,7,4,1,279,21
3742,40,21,19,1,1,1,156,59
